"","prob1","prob2","prob3","label"
"3307",4.7673736085157e-20,8.88888260433641e-07,0.999999111111739,3
"3308",0.014238936576133,0.985761063422915,9.52094853656195e-13,2
"3309",5.6625161613398e-11,0.998635801726558,0.00136419821681669,2
"3310",3.51352961812442e-12,0.997499417395239,0.00250058260124797,2
"3311",7.12620314880699e-14,0.901942193386342,0.098057806613587,2
"3312",1.30482098990881e-29,9.88517193774803e-12,0.999999999990115,3
"3313",0.974579512691244,0.0254204873087556,1.5038062414234e-20,1
"3314",4.21127572985713e-16,0.000454797761482734,0.999545202238517,3
"3315",1.26248419940446e-43,4.87135820905652e-11,0.999999999951286,3
"3316",2.28175598430405e-43,5.74750928323724e-13,0.999999999999425,3
"3317",7.35700750273997e-22,1.54006566775939e-07,0.999999845993433,3
"3318",8.34001148358647e-45,4.70690252977995e-15,0.999999999999995,3
"3319",6.97886180639537e-09,8.97802135244444e-05,0.999910212807614,3
"3320",0.999999999999945,5.49590902284605e-14,3.07867842070579e-40,1
"3321",2.9505764173405e-11,0.602700368161736,0.397299631808758,2
"3322",2.06474932682004e-13,0.0796893681391869,0.920310631860607,3
"3323",3.97079059088061e-17,0.0015297804782187,0.998470219521781,3
"3324",1.91904349276388e-14,0.171092195499698,0.828907804500282,3
"3325",4.17797706011746e-37,1.99180063035655e-11,0.999999999980082,3
"3326",2.16206116046591e-10,0.994187178020302,0.00581282176349183,2
"3327",2.88114925484344e-25,1.18835688959666e-09,0.999999998811643,3
"3328",6.18336626597823e-13,0.131109303867814,0.868890696131567,3
"3329",2.14465259877869e-34,4.47942330985034e-08,0.999999955205767,3
"3330",6.97948086735819e-14,0.934240596092466,0.0657594039074645,2
"3331",2.9422862211367e-16,0.00386773517561052,0.996132264824389,3
"3332",1.93454203380943e-23,1.88541900120411e-08,0.99999998114581,3
"3333",7.22575329527176e-55,8.28777699409987e-16,0.999999999999999,3
"3334",4.95416955703792e-21,5.69154976009517e-08,0.999999943084502,3
"3335",1,2.82035892183174e-18,4.10323055834077e-47,1
"3336",0.000108639394146681,0.999891360589701,1.61519523283257e-11,2
"3337",8.15980669504351e-13,0.0990939421083147,0.900906057890869,3
"3338",1.29095012702151e-17,1.72656757114797e-05,0.999982734324289,3
"3339",3.76670036347973e-44,3.34073152746229e-12,0.999999999996659,3
"3340",0.000105728350124981,0.999894271645819,4.05620555091826e-12,2
"3341",6.21710974091636e-54,2.66754667513279e-12,0.999999999997332,3
"3342",5.11028649361582e-12,0.999539656533538,0.000460343461351444,2
"3343",1.46766276548704e-20,7.89254841655145e-06,0.999992107451584,3
"3344",9.63144819590546e-21,5.15362536991081e-08,0.999999948463746,3
"3345",0.000586385582078336,0.999413614409946,7.97598477474334e-12,2
"3346",3.55884284758529e-07,0.999999641038682,3.07703299243554e-09,2
"3347",0.000272448988152853,0.999727551009549,2.297985634957e-12,2
"3348",6.19939391462677e-51,7.69279578374697e-15,0.999999999999992,3
"3349",1.88345381565519e-16,0.000513328079563193,0.999486671920437,3
"3350",0.991246086835027,0.00875391316497261,2.73190251259309e-19,1
"3351",3.15932667841029e-19,5.79971647280989e-08,0.999999942002835,3
"3352",4.95904755206663e-09,0.998969764622196,0.00103023041875651,2
"3353",4.92441749988403e-13,0.811380364799308,0.1886196352002,2
"3354",5.90702411296154e-16,0.00724943262719614,0.992750567372803,3
"3355",2.17441052073951e-20,1.55409045620205e-05,0.999984459095438,3
