"","Embryos0002","Embryos0204","Embryos0406","Embryos0608","Embryos0810","Embryos1012","Embryos1214","Embryos1416","Embryos1618","Embryos1820","Embryos2022","Embryos2224"
"FBgn0030506",2415,451,1597,766,698,854,782,559,483,352,197,452
"FBgn0030507",6551,5663,7365,3287,3113,2418,2882,2471,2004,1052,2255,3756
"FBgn0030508",20,54,300,174,291,934,1400,1500,1241,1356,542,1088
"FBgn0030509",0,0,7,5,2,4,2,2,9,24,22,51
"FBgn0030510",1106,3776,17572,1450,856,1086,989,3795,9273,9620,2314,4574
"FBgn0030511",95,74,301,274,365,1926,1835,1150,1001,817,367,652
"FBgn0030512",11155,4507,2565,1480,2557,4184,4433,2938,2678,2484,1362,2941
"FBgn0030514",11697,3792,7010,7019,7071,10197,11325,7900,4844,3986,1709,3672
"FBgn0030518",2150,2069,3958,1267,1505,3323,3304,3495,3611,3326,1985,3836
"FBgn0030519",3943,1603,2154,1921,2710,5264,8361,9799,10836,13001,8509,16594
"FBgn0030520",24686,32919,70818,19673,20096,26395,23063,17010,12467,10503,15800,25887
"FBgn0030521",11072,10025,36226,32217,26870,33251,32467,19774,14047,11119,4346,10380
"FBgn0030522",2122,1836,3080,1838,1491,1469,1527,1438,959,687,680,1065
"FBgn0030524",0,0,0,0,1,2,7,1,3,1,0,1
"FBgn0030525",1,5,2,3,2,4,9,4,12,26,1,18
"FBgn0030528",1322,98,408,555,504,689,790,749,628,723,340,670
"FBgn0030529",5037,4247,15791,6577,6548,6567,10993,11307,13191,12775,6505,14401
"FBgn0030530",10031,3203,15038,10537,8959,10860,8083,5874,3480,2924,930,1736
"FBgn0030532",16,20,8,10,13,17,18,66,32,61,3,15
"FBgn0030536",0,0,1,0,3,5,0,1,3,10,0,2
"FBgn0030537",10,3,3,11,14,31,31,70,475,7062,16326,29376
"FBgn0030538",0,0,0,0,0,1,2,0,1,3,0,0
"FBgn0030539",72,38,48,48,96,321,743,5436,27841,59289,20660,33511
"FBgn0030540",0,0,1,0,1,3,1,5,6,6,11,29
"FBgn0030541",107,69,78,42,199,106,250,5842,55277,111884,977,2988
"FBgn0030542",0,2,0,0,1,0,1,0,0,2,0,0
"FBgn0030543",2,2,1,1,2,2,7,15,24,627,1530,2915
"FBgn0030544",0,6,13,38,71,169,254,209,461,845,281,431
"FBgn0030545",2124,857,1708,1311,1047,1517,1721,1138,784,741,323,529
"FBgn0030551",23834,5972,3886,786,1503,1001,498,816,273,263,64,237
"FBgn0030552",3641,522,3837,2926,2798,4943,6205,5449,5382,5936,2599,4758
"FBgn0030554",2862,912,3140,2499,2138,2892,2529,2482,1810,1855,1114,1860
"FBgn0030555",4498,1973,5502,4389,3230,3475,3094,2082,1425,1375,636,1296
"FBgn0030556",6834,8776,17451,11854,11007,13603,12972,10487,7389,5650,3547,6036
"FBgn0030558",7,31,34,41,46,24,31,32,81,232,1236,3003
"FBgn0030559",3,14,67,148,189,269,478,358,384,413,138,347
"FBgn0030562",0,4,7,5,22,156,203,47,103,308,61,167
"FBgn0030563",0,0,0,0,0,1,0,0,0,0,0,0
"FBgn0030566",0,1,1,0,0,2,1,1,1,1,0,3
"FBgn0030569",458,217,541,955,1857,1561,13811,315539,120605,9476,796,1895
"FBgn0030570",6,1,6,8,25,49,211,2075,1076,80,10,18
"FBgn0030571",1410,1604,3252,2314,1913,2203,2303,1576,947,953,472,965
"FBgn0030572",1500,555,3312,2178,2123,4523,3749,2780,2187,2157,1206,2307
"FBgn0030573",743,122,177,88,149,253,312,166,161,86,49,138
"FBgn0030574",20,16,55,42,100,328,1035,4414,8185,7998,2782,6468
"FBgn0030575",3,15,34,165,305,1622,2665,2766,745,252,56,122
"FBgn0030576",11,22,126,1049,2140,5642,4585,2790,3455,4138,1039,2683
"FBgn0030577",0,0,0,0,1,3,1,3,3,6,1,1
"FBgn0030578",0,0,0,0,1,0,0,3,7,5,1,1
"FBgn0030581",2861,513,257,125,154,492,875,1748,1907,2629,1302,2269
"FBgn0030582",13466,2859,14422,8655,6473,8808,10469,8650,5361,4682,2166,4198
"FBgn0030583",49,93,135,71,56,86,86,27,27,20,9,42
"FBgn0030584",3146,1576,3077,2018,2159,3835,3046,3293,3026,3098,1725,2901
"FBgn0030586",0,2,7,16,17,63,79,46,13,15,3,20
"FBgn0030587",6,5,16,44,70,825,2518,2642,710,205,48,92
"FBgn0030588",13,18,6,14,68,83,75,242,1719,31360,5706,20336
"FBgn0030589",0,2,1,4,9,3,11,15,8,18,7,13
"FBgn0030590",21,21,47,63,113,173,458,4024,10829,2484,213,785
"FBgn0030591",21,9,38,82,133,314,1436,7687,9984,1651,186,577
"FBgn0030592",19,123,242,87,138,933,4580,4129,3966,1480,91,278
"FBgn0030593",104,384,3375,1484,1680,2007,3567,5917,5857,11379,16917,31711
"FBgn0030594",18,202,2031,451,375,519,632,1111,2241,3577,1680,3928
"FBgn0030595",0,2,1,6,1,1,11,9,19,24,8,9
"FBgn0030596",2,11,19,15,16,11,42,34,21,18,7,19
"FBgn0030597",5,2,6,18,12,54,145,326,317,249,26,41
"FBgn0030598",625,90,94,193,329,2110,5324,4723,2336,568,52,150
"FBgn0030599",9,3,5,14,26,31,42,13,10,25,5,18
"FBgn0030600",524,889,3881,6564,9461,10441,19759,15454,10158,8659,3007,5952
"FBgn0030603",9546,8401,4379,2399,3848,8089,10608,9731,10452,8363,5412,10726
"FBgn0030605",3225,3264,6610,4030,3905,6480,6260,6714,6444,8494,4782,8741
"FBgn0030606",6080,1538,4078,2734,2166,2229,2223,1332,796,589,261,534
"FBgn0030607",4161,2220,1656,806,1191,1130,1686,1354,1053,424,609,1164
"FBgn0030608",68710,8888,2877,4774,7962,13663,23541,17537,15239,15197,8317,21152
"FBgn0030610",1188,77,341,740,1009,2146,2027,1910,1932,2990,2022,3549
"FBgn0030611",422,543,1866,1477,1205,1556,1797,769,706,853,1283,2382
"FBgn0030612",6301,859,1108,851,984,2220,3759,2735,1937,1881,1949,4280
"FBgn0030613",18,187,281,210,273,320,752,2478,4637,7755,4282,8215
"FBgn0030614",1,9,43,8,9,7,5,5,14,16,10,15
"FBgn0030615",2,4,1,1,11,20,23,140,746,2134,964,2333
"FBgn0030616",52411,70845,156905,97131,94869,117610,148723,98835,86252,108563,60826,115117
"FBgn0030617",182,144,397,1459,2606,12848,47874,104064,23012,5373,432,1027
"FBgn0030618",3,4,13,10,25,86,369,1762,2367,3060,1467,3148
"FBgn0030619",1,6,7,8,20,45,295,854,1361,1949,1016,2429
"FBgn0030620",0,0,0,0,0,0,1,3,2,6,0,4
"FBgn0030621",0,0,0,0,0,0,1,0,0,0,0,1
"FBgn0030622",0,0,0,0,0,0,2,0,0,2,0,1
"FBgn0030623",0,0,0,0,0,0,0,6,1,3,0,0
"FBgn0030624",0,0,0,0,2,0,0,6,2,2,1,1
"FBgn0030625",3124,2247,4785,2047,2262,2209,3751,1679,1591,898,842,2181
"FBgn0030626",16,11,6,21,31,164,437,920,1448,2557,1066,1982
"FBgn0030627",76,31,35,61,83,534,1242,3664,5479,6838,3044,5914
"FBgn0030628",3050,2586,3253,1061,1186,781,612,501,325,381,224,458
"FBgn0030629",268,337,276,154,155,135,137,80,39,33,33,59
"FBgn0030630",594,684,1150,870,955,1013,1071,530,400,310,446,674
"FBgn0030631",13249,15783,28692,12621,10211,9398,9721,8042,5487,2980,3714,5462
"FBgn0030634",3,1,7,18,28,269,673,887,1171,1023,561,1218
"FBgn0030636",0,2,10,3,13,7,81,339,630,909,407,922
"FBgn0030638",2388,76,179,337,476,984,912,1036,700,438,146,340
"FBgn0030642",91,189,1132,491,304,304,201,188,145,129,57,107
"FBgn0030643",38,29,34,21,24,22,14,9,7,5,2,8
"FBgn0030645",491,46,291,437,458,717,654,472,355,423,175,348
"FBgn0030646",2539,392,1798,1057,663,285,216,94,66,73,34,75
"FBgn0030647",9,12,17,21,16,11,21,20,15,11,19,32
"FBgn0030648",925,409,2162,1187,889,1062,1229,432,383,442,215,506
"FBgn0030653",723,854,585,542,1614,10696,10569,8283,3739,5721,372,2257
"FBgn0030654",1769,529,715,620,707,1383,1487,1572,951,873,299,570
"FBgn0030655",4365,3623,4111,3109,2944,3569,2983,2101,1560,1200,1039,1865
"FBgn0030657",763,866,1647,1094,1195,1286,1098,414,338,193,177,379
"FBgn0030658",11684,12244,10440,7664,9382,15280,15308,13452,8982,7010,3175,5887
"FBgn0030659",3411,943,4340,2911,2562,3211,2346,1394,1029,1208,769,1333
"FBgn0030660",3542,646,2725,2327,2112,1929,1298,384,242,242,120,252
"FBgn0030661",3,53,220,208,143,128,130,98,83,91,41,92
"FBgn0030662",49,466,4467,4209,2817,3319,3502,2977,2388,2711,1694,3428
"FBgn0030663",1,7,14,0,0,0,0,1,1,0,2,11
"FBgn0030664",1,1,10,15,6,13,21,11,2,6,10,12
"FBgn0030665",6,77,632,595,338,259,102,30,19,25,10,27
"FBgn0030666",1502,243,1138,727,478,321,180,71,35,47,17,39
"FBgn0030667",828,920,1292,313,330,184,491,248,276,156,228,472
"FBgn0030668",1634,956,1591,905,1114,1121,1079,931,1763,6420,10160,17108
"FBgn0030669",1465,1979,5433,2578,2352,3405,2903,1875,1555,1564,914,2120
"FBgn0030670",1502,698,1697,1035,974,1573,1700,1373,1383,1743,908,1921
"FBgn0030671",4047,694,1777,1615,1692,2819,2288,1581,1265,1466,543,1078
"FBgn0030672",38631,18807,56646,29723,24632,28912,28299,20188,17538,21757,16667,34501
"FBgn0030673",885,596,1689,1311,1161,1181,1165,415,302,239,140,386
"FBgn0030674",32434,17177,97269,57674,36351,26155,44072,39598,23311,18286,7920,13952
"FBgn0030675",344,435,1749,916,527,575,672,429,287,244,166,344
"FBgn0030676",24,54,191,106,78,146,174,74,92,82,37,137
"FBgn0030678",1902,1125,2025,1112,958,1447,1717,1462,1239,1075,441,954
"FBgn0030679",4089,693,2264,1556,1515,2884,3361,3882,3521,4167,3393,7252
"FBgn0030680",14409,10947,12486,7456,8760,7659,12355,9891,6446,3098,2896,6357
"FBgn0030683",3198,707,1204,1226,1362,4076,6505,14271,2678,711,315,722
"FBgn0030684",2,32,56,31,19,16,46,19,30,20,8,31
"FBgn0030685",7285,3743,5552,4262,5057,5286,8011,5850,6802,4909,3885,8310
"FBgn0030686",3537,642,2090,1505,2450,4717,5783,5161,4721,3516,1687,3116
"FBgn0030687",3758,481,2840,3351,3913,4539,4179,2366,1419,925,817,1413
"FBgn0030688",0,7,20,41,26,12,14,19,14,57,344,876
"FBgn0030691",17,198,542,127,92,94,105,37,34,21,15,23
"FBgn0030692",7527,5324,8400,5902,6544,9878,13151,9818,9056,7669,4461,8514
"FBgn0030693",886,1037,1385,979,1197,1624,2485,807,1246,1427,709,2341
"FBgn0030694",1082,176,741,797,773,782,1290,466,573,609,258,641
"FBgn0030695",1913,103,250,239,381,662,1462,744,1043,1263,1274,3044
"FBgn0030696",5,6,43,31,15,18,30,25,15,18,7,14
"FBgn0030697",2,2,5,5,11,7,5,4,4,2,0,3
"FBgn0030699",3398,2596,5161,3088,2880,3047,4554,2176,1937,1528,1061,2273
"FBgn0030700",521,378,837,289,290,305,366,218,162,132,84,229
"FBgn0030701",8989,4192,11307,13681,11635,14021,18233,14387,11565,10443,2978,6535
"FBgn0030703",9521,7368,12613,7134,8373,11519,18126,6315,7331,5165,3381,9683
"FBgn0030704",2063,198,1071,578,556,728,969,415,538,512,403,912
"FBgn0030706",8,32,173,117,140,305,858,1462,3146,5162,3743,9060
"FBgn0030707",0,0,0,1,1,4,12,4,9,15,6,10
"FBgn0030710",12057,9693,10247,7301,6699,5332,7760,4843,3727,2151,2154,5153
"FBgn0030711",1962,1989,3886,1881,1979,1968,2784,1141,1223,647,715,1874
"FBgn0030715",0,1,3,5,6,6,3,10,19,17,9,33
"FBgn0030716",925,2113,12318,7300,5847,3621,5482,5582,6282,6306,2625,6052
"FBgn0030717",4706,3290,4497,2416,2815,3318,4142,3103,2435,2046,1166,2590
"FBgn0030718",6913,6729,12358,7775,8102,13622,13747,17050,15840,15812,8739,16849
"FBgn0030719",19315,25170,43041,19823,22306,24803,49963,22035,23022,16595,11423,26860
"FBgn0030720",8287,12611,28945,18789,16075,13980,15739,8703,5999,4762,8212,12984
"FBgn0030721",8,20,46,18,15,21,16,13,7,6,5,19
"FBgn0030722",31,15,14,5,8,3,8,0,1,3,2,8
"FBgn0030723",83,40,60,31,23,52,238,250,668,850,573,1736
"FBgn0030724",6034,1609,3874,2330,2560,2382,3729,2564,3454,3683,2551,5592
"FBgn0030725",2,5,31,26,31,29,211,96,125,78,31,106
"FBgn0030729",6,3,12,25,36,278,827,1822,1962,1321,40,78
"FBgn0030731",2572,2392,10347,6081,5033,8068,6535,9607,10834,10973,6901,11721
"FBgn0030734",3511,340,1531,2209,3065,5968,8437,3341,2974,2489,1077,2707
"FBgn0030735",7875,3638,8147,7078,6301,8274,10844,6636,6060,5040,3250,6188
"FBgn0030737",918,416,900,465,501,1021,1969,4500,10481,49613,46357,90294
"FBgn0030738",6966,8138,13597,7785,6843,5624,6181,2200,1740,1406,819,2037
"FBgn0030739",1474,769,2881,1851,1492,1331,2087,913,821,906,465,1123
"FBgn0030740",16167,2202,564,462,948,2067,2565,1551,1183,1124,526,1104
"FBgn0030742",18,90,274,497,808,3326,6403,5828,6334,6431,2189,4839
"FBgn0030743",2033,698,1499,990,927,1251,1599,838,910,916,483,1128
"FBgn0030744",2789,1076,1421,1364,2069,3457,4228,2266,1940,1512,986,2121
"FBgn0030745",611,50,172,345,700,2564,5206,5232,6334,5363,2200,5254
"FBgn0030746",3,0,16,6,13,27,64,240,845,1985,2657,4746
"FBgn0030747",13,15,47,73,136,481,1923,4291,7199,11142,6266,13218
"FBgn0030748",18,16,101,157,383,522,1039,1383,4048,7456,3546,8903
"FBgn0030749",1932,1846,5690,6753,8145,11921,14132,9251,9002,9740,4104,8614
"FBgn0030752",3969,1653,3435,3605,3739,6163,6420,5956,5969,7911,4170,8087
"FBgn0030753",10890,4168,14242,9753,7377,6846,6511,3472,2305,2148,910,1914
"FBgn0030755",65,25,148,142,117,191,215,170,88,69,34,44
"FBgn0030756",4,8,68,137,131,245,394,1361,1614,1254,442,874
"FBgn0030757",709,57,66,85,125,195,538,157,92,97,86,204
"FBgn0030758",9690,590,260,214,520,1644,2859,4318,4740,5060,2072,3587
"FBgn0030759",1189,195,738,554,611,1353,941,852,645,433,181,300
"FBgn0030761",2520,1072,3491,2256,1836,2956,3423,4257,5617,5120,1804,3987
"FBgn0030763",94,94,127,338,731,3977,9574,17324,43703,46902,6089,11926
"FBgn0030764",3,11,113,65,38,34,46,7,10,15,8,18
"FBgn0030765",5383,4704,12632,6648,4934,5499,4278,2163,1581,1086,521,1118
"FBgn0030766",7976,3855,10410,7200,6362,5390,7109,6446,5784,2701,1042,2345
"FBgn0030768",7347,8371,15852,11072,10990,10950,7572,3603,1990,1290,669,1630
"FBgn0030769",1,4,1,6,10,38,34,54,46,83,137,271
"FBgn0030770",1,9,33,23,23,34,21,19,13,6,4,7
"FBgn0030773",0,0,1,0,2,5,17,22,37,65,45,83
"FBgn0030774",6,4,5,7,18,21,47,395,1953,5069,4249,7990
"FBgn0030775",15,9,32,20,49,95,238,1301,4164,10334,10292,18500
"FBgn0030776",1,6,19,6,11,35,42,306,1219,3036,2351,4022
"FBgn0030777",4,27,177,65,96,79,54,73,36,91,342,394
"FBgn0030778",10,7,34,95,203,1210,3396,5604,1380,733,399,945
"FBgn0030780",0,0,0,0,0,4,3,3,1,5,4,20
"FBgn0030786",3425,1473,7543,4313,3719,6663,6016,5110,4442,4610,2565,4556
"FBgn0030787",6227,374,1983,1687,1412,2520,2247,1438,1074,1043,552,1044
"FBgn0030788",6692,7238,14612,8544,6625,6978,8217,5278,3711,2105,1547,2959
"FBgn0030789",2686,962,3719,2363,1852,1650,1678,727,453,403,416,767
"FBgn0030790",11080,8741,16664,9068,8296,7954,10098,4978,3753,2813,2618,5638
"FBgn0030791",4485,2846,2139,1225,2002,4109,7032,4058,4174,2923,1772,3890
"FBgn0030792",2922,372,1932,1513,1817,3385,2585,1900,1420,1464,584,1226
"FBgn0030793",1500,395,2672,2278,1836,2844,2232,1167,794,704,260,512
"FBgn0030794",3007,188,441,332,388,596,471,232,170,135,59,142
"FBgn0030795",35,145,297,218,251,429,458,226,176,211,128,319
"FBgn0030796",74,416,2995,8028,11061,19689,26867,11001,9050,10723,3317,7140
"FBgn0030797",1303,93,63,56,112,457,795,839,949,946,403,880
"FBgn0030798",14,31,25,79,278,420,1424,5327,7224,4546,805,1446
"FBgn0030799",418,259,303,195,249,385,502,356,298,195,150,244
"FBgn0030800",4338,1035,1914,1263,1428,1970,1735,1603,1400,1105,508,976
"FBgn0030801",839,752,1179,629,666,718,859,343,383,258,282,599
"FBgn0030802",3176,2649,3330,2090,2389,3361,2876,2459,1598,1381,669,1220
"FBgn0030803",6802,7290,4760,1959,2840,2830,3436,2366,2021,963,1992,3780
"FBgn0030804",0,0,0,0,0,0,1,3,6,15,11,13
"FBgn0030805",6752,2051,1808,1238,1965,7446,15233,14388,2036,558,131,382
"FBgn0030806",2586,2222,9615,6215,5122,6728,6379,3922,2320,2009,658,1216
"FBgn0030807",396,1184,96,24,23,11,20,13,8,4,3,26
"FBgn0030808",8059,3296,10201,6857,6359,7334,9622,9947,6537,5689,1716,4028
"FBgn0030809",21012,16427,37883,22000,19896,16049,24087,19373,17511,17580,8643,18996
"FBgn0030810",7,163,626,64,72,108,194,1027,1928,2857,1574,3020
"FBgn0030811",0,0,0,0,0,1,2,0,5,4,2,3
"FBgn0030812",31081,28039,36208,24514,20896,18947,24566,23705,16035,10226,10731,17528
"FBgn0030813",3388,2387,5741,2011,1626,1195,1002,276,213,157,80,227
"FBgn0030814",1,7,15,3,13,3,7,3,3,1,1,1
"FBgn0030815",17,23,99,35,26,62,285,493,80,28,26,41
"FBgn0030816",91,71,364,200,193,526,897,1010,1270,3796,4325,8810
"FBgn0030817",21684,481,384,117,165,84,123,199,188,753,989,1663
"FBgn0030823",0,10,36,20,21,4,5,3,2,22,3,5
"FBgn0030824",3,10,27,14,35,37,53,695,4276,9321,2450,4299
"FBgn0030826",0,0,0,0,0,1,0,20,49,17,2,1
"FBgn0030827",0,1,1,5,10,3,5,1,3,11,5,17
"FBgn0030828",6,7,37,82,121,56,33,37,58,1554,10158,14243
"FBgn0030829",0,1,0,0,1,2,0,0,17,302,121,241
"FBgn0030830",0,0,0,1,0,0,0,3,4,29,42,43
"FBgn0030832",3,3,2,3,5,17,16,47,168,2181,3402,5784
"FBgn0030833",7799,3474,3266,1851,1714,1335,1567,821,703,496,351,742
"FBgn0030834",3222,2025,3864,3281,3911,6208,5059,2888,2214,2331,2032,3410
"FBgn0030835",2,1,5,9,10,21,147,802,201,43,2,8
"FBgn0030836",5,2,14,13,24,5,7,18,34,326,1101,2134
"FBgn0030837",1,1,2,5,11,5,7,4,20,414,1679,3275
"FBgn0030838",6230,5480,9779,6225,5680,6262,6875,4023,3302,3006,1873,4048
"FBgn0030839",1275,512,576,293,241,420,386,498,299,223,67,123
"FBgn0030840",0,0,2,2,7,4,2,23,34,7,0,1
"FBgn0030841",8,2,12,10,28,61,127,1096,2095,158,10,40
"FBgn0030842",11674,3068,17037,17716,19207,16449,23101,22865,15382,13148,3100,6065
"FBgn0030843",13,13,45,96,52,107,139,33,14,21,3,5
"FBgn0030844",0,0,3,4,3,4,4,10,52,84,57,121
"FBgn0030846",6,3,41,21,20,17,25,28,24,25,15,34
"FBgn0030847",161,107,977,1272,1427,1601,3664,4313,5888,6351,1952,4688
"FBgn0030850",4033,957,3633,2255,2277,2870,2916,1196,1894,2852,922,2125
"FBgn0030851",2044,2500,5833,3094,3057,3060,4080,1680,1571,1514,1589,2884
"FBgn0030852",725,753,560,232,264,253,388,168,206,87,261,551
"FBgn0030853",4756,2905,8583,5455,4717,9324,10873,10891,11183,15613,8541,16380
"FBgn0030854",4785,2740,19972,24747,17645,12486,14055,3852,3155,2283,874,2318
"FBgn0030855",7033,6489,13920,7757,6834,6448,6356,3447,2757,1928,2673,4592
"FBgn0030858",9382,5201,13255,6152,4578,5164,4308,3283,1928,1507,913,1809
"FBgn0030859",17,119,623,255,181,83,136,55,39,59,26,117
"FBgn0030863",8317,5361,7777,8354,10857,9902,17671,6609,6149,4707,3009,7506
"FBgn0030864",11698,11136,11341,5930,6195,5431,5750,3521,2705,1008,1589,3393
"FBgn0030868",15,84,292,19,66,85,30,31,10,2,0,5
"FBgn0030869",11778,4572,2745,3038,3843,5078,6377,5987,3961,2877,1433,2545
"FBgn0030870",8136,14942,41364,14562,14609,20394,26988,25258,16500,6352,3442,6816
"FBgn0030871",4428,1020,4848,2906,1977,1296,808,568,355,303,184,364
"FBgn0030872",2728,526,1800,1517,1291,1974,2178,2148,1947,2792,1172,2050
"FBgn0030873",5457,3762,6416,6282,5850,6191,7526,5155,5224,5471,2337,5126
"FBgn0030874",3438,3667,5054,2839,2432,2999,2482,1989,1165,761,652,1209
"FBgn0030876",398,35,87,105,186,625,895,1200,1145,928,408,868
"FBgn0030877",7885,5119,9085,6617,5864,6554,4540,3711,2070,1172,701,1498
"FBgn0030878",3442,1519,4947,4588,4472,7982,5904,5382,3506,3897,4026,5901
"FBgn0030880",0,2,9,5,5,2,5,0,3,2,1,3
"FBgn0030881",1,12,20,24,17,16,33,48,46,68,9,31
"FBgn0030883",2258,777,587,346,383,693,800,793,909,1168,597,1348
"FBgn0030884",45,31,118,164,361,2331,4243,10827,20283,14473,1854,3799
"FBgn0030886",1,3,8,4,10,12,29,88,126,212,109,216
"FBgn0030887",8,31,43,211,357,2367,6340,5985,4077,3405,983,2631
"FBgn0030889",1,1,2,0,2,16,38,143,161,170,55,109
"FBgn0030890",6995,6255,6417,4728,5108,7092,7830,5305,5467,4519,3190,7223
"FBgn0030891",8133,7917,16141,8896,7410,8099,7787,5824,4083,3155,2043,4158
"FBgn0030892",3607,1380,4619,4394,4345,6132,7455,3696,3310,4091,1964,4935
"FBgn0030893",122,326,2617,3110,2074,2572,2832,2249,2257,1992,935,1891
"FBgn0030894",6190,3998,5338,3745,3461,3947,6598,3395,1894,1143,1179,2198
"FBgn0030895",0,8,30,11,12,14,15,15,12,9,7,12
"FBgn0030897",4,2,1,3,11,26,127,320,1056,1757,1105,3136
"FBgn0030898",0,0,1,1,0,3,11,22,11,25,10,17
"FBgn0030899",0,0,3,6,15,16,11,8,8,7,12,16
"FBgn0030900",38,282,3550,4622,4748,4230,3596,828,186,148,44,127
"FBgn0030904",21,300,1820,324,187,95,75,45,51,163,55,94
"FBgn0030905",0,2,8,7,5,7,6,34,20,11,2,3
"FBgn0030908",0,0,0,2,1,0,0,0,0,0,0,0
"FBgn0030912",495,18,26,9,40,115,228,160,119,180,81,180
"FBgn0030913",4,5,9,2,10,16,95,429,1049,1527,805,2074
"FBgn0030914",0,1,3,1,3,28,61,222,175,130,22,79
"FBgn0030915",3415,4026,6727,3818,3217,3716,2905,2256,1567,1340,1404,1884
"FBgn0030918",1,11,2,3,0,7,6,5,3,4,0,4
"FBgn0030921",0,0,1,2,5,5,19,141,164,12,1,5
"FBgn0030925",206,46,58,191,402,610,1084,1559,2251,2721,487,1172
"FBgn0030926",6,6,12,82,136,333,449,209,405,556,72,184
"FBgn0030927",7,3,11,32,49,171,222,327,325,419,112,227
"FBgn0030928",1,0,3,2,13,21,77,308,538,1136,1875,3713
"FBgn0030929",6,20,80,53,54,110,167,419,670,2443,3207,6696
"FBgn0030930",11073,8366,9826,7246,8177,21270,17467,7988,3113,1750,996,2177
"FBgn0030931",564,76,274,86,65,46,21,19,11,9,2,5
"FBgn0030932",34753,2127,801,422,666,1032,1312,1975,2139,4889,2563,5246
"FBgn0030933",11,6,10,50,54,339,1144,972,553,567,232,376
"FBgn0030935",2,2,3,6,3,9,5,7,9,14,9,18
"FBgn0030936",0,2,10,6,23,26,28,7,8,8,5,7
"FBgn0030937",0,2,4,3,4,7,4,3,2,6,2,9
"FBgn0030938",2879,73,201,51,49,63,58,56,21,30,13,32
"FBgn0030940",1,1,13,8,13,4,19,14,14,28,7,22
"FBgn0030941",91,708,5297,4788,4844,5010,6792,6672,7305,8749,3352,7099
"FBgn0030943",7106,9114,20945,7809,6089,6452,5471,3863,2605,1757,2163,3318
"FBgn0030944",4640,3839,7311,5894,4971,7035,4998,2685,1764,1830,791,1532
"FBgn0030945",6598,4228,7167,4284,2802,3347,2480,2482,1273,1150,545,815
"FBgn0030946",10454,8891,11041,8034,7910,8987,10029,8007,5225,4176,1892,4262
"FBgn0030947",4,30,46,38,45,274,753,2316,1590,1520,336,534
"FBgn0030949",0,0,1,0,0,1,0,7,9,11,5,21
"FBgn0030951",0,0,0,0,0,0,0,0,0,1,0,0
"FBgn0030952",0,0,0,0,5,0,0,4,0,1,0,2
"FBgn0030954",6,61,297,326,388,719,677,641,724,1084,533,1174
"FBgn0030955",133,231,1256,2713,4607,10164,8617,4415,1871,1289,689,1434
"FBgn0030956",619,487,955,575,584,755,828,245,227,133,88,249
"FBgn0030958",0,1,13,4,8,3,5,4,3,0,0,1
"FBgn0030959",944,835,1257,646,682,776,748,399,306,147,138,345
"FBgn0030960",1633,3025,5400,2131,1940,1767,3110,1558,1998,2690,3896,8065
"FBgn0030961",11,32,93,96,96,359,1038,1279,1447,1402,566,1458
"FBgn0030963",4688,1347,2363,1511,1812,2357,1713,1558,941,385,269,659
"FBgn0030964",3247,976,651,624,1620,2562,2888,3615,5724,6163,936,1730
"FBgn0030966",3600,1076,424,240,516,1400,1572,2364,2434,2629,1603,2768
"FBgn0030968",1143,44,163,86,89,385,595,1238,1481,2584,2100,3516
"FBgn0030969",6561,8004,15407,6766,6048,5575,6546,4460,3280,1782,1611,3290
"FBgn0030970",7940,1597,2975,1769,1409,1724,1287,829,648,545,304,600
"FBgn0030973",9372,5659,5921,3449,3371,3012,3302,2521,2212,2224,895,1820
"FBgn0030974",14092,31942,70660,27022,19767,22563,18890,17008,10199,8890,6209,9305
"FBgn0030975",13,156,253,55,40,67,112,97,18,19,0,5
"FBgn0030976",5,4,8,9,20,32,66,310,1198,6795,5435,9700
"FBgn0030979",5,2,5,6,3,14,37,13,11,8,4,6
"FBgn0030980",37,16,45,41,126,537,1263,9357,19451,8236,128,319
"FBgn0030981",30,20,19,11,68,47,54,1966,14958,33632,7619,12307
"FBgn0030982",2,1,0,0,1,0,3,27,267,327,51,111
"FBgn0030983",0,1,0,0,2,4,5,4,3,1,0,1
"FBgn0030984",6,6,7,4,13,76,239,836,827,906,490,1024
"FBgn0030985",6,4,11,52,123,879,1433,797,621,371,346,1133
"FBgn0030989",2,36,196,97,70,56,34,20,34,110,62,127
"FBgn0030990",6493,1518,9368,9027,8857,13367,11194,6220,5296,5402,2294,4245
"FBgn0030991",9355,2705,2639,2914,3848,5950,7136,5968,4589,3273,1124,2259
"FBgn0030992",38,83,243,462,963,4494,5048,8417,5942,4734,1445,2418
"FBgn0030993",7,11,21,223,479,1101,1157,1461,1215,1401,915,1754
"FBgn0030994",2,5,5,27,58,104,93,52,65,49,25,49
"FBgn0030995",444,94,493,546,351,238,230,237,165,182,92,142
"FBgn0030996",10718,12995,17882,10930,9035,10169,10303,6099,4228,3228,1332,3012
"FBgn0030997",33,62,179,322,436,1763,4767,5578,7148,7062,2796,6904
"FBgn0030998",11,182,663,210,147,150,153,416,593,862,421,724
"FBgn0030999",16,9,101,32,34,40,28,202,1239,8634,10201,22707
"FBgn0031000",13,5,95,42,35,40,42,168,454,6755,22273,46831
"FBgn0031001",577,11024,40823,15999,6943,1033,1150,4691,5849,2195,178,488
"FBgn0031002",9,125,211,70,65,101,89,102,170,533,1765,3243
