"","SRX008333","SRX008334","SRX008331","SRX008332"
"ENSG00000161847",254,218,153,122
"ENSG00000161888",35,16,19,15
"ENSG00000161914",36,32,27,31
"ENSG00000161920",17,10,81,69
"ENSG00000161929",3,13,0,1
"ENSG00000161939",39,33,136,113
"ENSG00000161940",0,0,35,41
"ENSG00000161956",136,113,359,341
"ENSG00000161958",9,5,66,45
"ENSG00000161960",5,5,18,19
"ENSG00000161970",11,5,42,38
"ENSG00000161981",7,15,27,18
"ENSG00000161999",28,25,183,180
"ENSG00000162062",45,24,68,56
"ENSG00000162063",296,241,192,183
"ENSG00000162065",41,54,40,32
"ENSG00000162066",5,9,8,15
"ENSG00000162073",325,358,156,123
"ENSG00000162076",34,26,47,53
"ENSG00000162104",4,2,138,125
"ENSG00000162129",42,36,123,127
"ENSG00000162139",67,64,19,28
"ENSG00000162144",147,109,68,71
"ENSG00000162174",0,0,50,55
"ENSG00000162191",99,70,176,156
"ENSG00000162222",30,30,42,50
"ENSG00000162227",40,40,91,88
"ENSG00000162231",85,88,134,159
"ENSG00000162298",1089,1059,357,288
"ENSG00000162300",23,24,33,45
"ENSG00000162302",71,63,46,36
"ENSG00000162337",21,19,312,318
"ENSG00000162341",52,58,35,25
"ENSG00000162368",15,24,15,8
"ENSG00000162377",37,37,74,63
"ENSG00000162378",42,37,69,73
"ENSG00000162396",25,22,63,78
"ENSG00000162409",0,0,117,127
"ENSG00000162413",9,3,16,18
"ENSG00000162419",18,15,17,12
"ENSG00000162430",0,5,73,73
"ENSG00000162437",14,10,60,77
"ENSG00000162511",94,73,0,0
"ENSG00000162526",2,7,34,50
"ENSG00000162607",24,13,34,52
"ENSG00000162642",36,18,36,26
"ENSG00000162702",76,48,85,83
"ENSG00000162704",40,49,31,32
"ENSG00000162729",22,17,61,51
"ENSG00000162734",102,94,93,87
"ENSG00000162739",78,63,0,0
"ENSG00000162746",12,7,4,1
"ENSG00000162757",10,13,17,9
"ENSG00000162775",50,38,48,46
"ENSG00000162783",34,39,116,119
"ENSG00000162817",0,0,36,28
"ENSG00000162851",26,23,11,12
"ENSG00000162852",15,18,11,11
"ENSG00000162924",46,47,12,15
"ENSG00000163026",19,12,19,15
"ENSG00000163069",4,0,20,30
"ENSG00000163104",3,9,8,14
"ENSG00000163113",0,2,7,14
"ENSG00000163132",0,0,44,37
"ENSG00000163154",17,18,0,0
"ENSG00000163155",4,6,37,62
"ENSG00000163159",20,21,41,38
"ENSG00000163251",9,6,31,34
"ENSG00000163257",19,8,18,17
"ENSG00000163344",86,67,59,39
"ENSG00000163348",21,20,12,12
"ENSG00000163428",80,86,220,231
"ENSG00000163463",20,16,34,34
"ENSG00000163510",44,57,117,160
"ENSG00000163513",68,68,19,21
"ENSG00000163545",17,17,6,4
"ENSG00000163597",5,1,22,27
"ENSG00000163602",79,86,135,132
"ENSG00000163634",10,17,11,5
"ENSG00000163655",43,41,67,43
"ENSG00000163659",19,14,11,5
"ENSG00000163866",14,8,12,8
"ENSG00000163884",17,16,8,3
"ENSG00000163888",6,6,14,7
"ENSG00000163909",0,0,17,15
"ENSG00000163950",39,53,31,40
"ENSG00000163956",25,28,133,136
"ENSG00000163961",82,56,24,11
"ENSG00000164011",2,5,15,14
"ENSG00000164022",14,22,21,29
"ENSG00000164032",95,99,77,70
"ENSG00000164047",11,17,0,0
"ENSG00000164086",21,12,34,20
"ENSG00000164087",82,77,108,102
"ENSG00000164096",32,18,36,60
"ENSG00000164104",295,306,188,173
"ENSG00000164105",27,12,4,1
"ENSG00000164171",1,0,15,14
"ENSG00000164172",13,20,13,23
"ENSG00000164251",0,0,22,16
"ENSG00000164252",10,16,13,14
"ENSG00000164442",75,72,65,52
"ENSG00000164587",23,6,21,11
"ENSG00000164611",50,27,19,18
"ENSG00000164615",33,29,79,86
"ENSG00000164620",17,26,13,19
"ENSG00000164626",0,0,15,12
"ENSG00000164691",30,22,1,0
"ENSG00000164695",0,0,4,14
"ENSG00000164733",2,2,82,94
"ENSG00000164778",1,0,181,105
"ENSG00000164823",18,15,16,17
"ENSG00000164853",0,0,36,20
"ENSG00000164897",148,115,110,94
"ENSG00000164919",27,36,22,21
"ENSG00000164930",5,7,24,33
"ENSG00000164933",15,17,7,5
"ENSG00000164938",12,5,1,1
"ENSG00000164967",34,31,51,54
"ENSG00000164976",11,11,1,3
"ENSG00000164978",14,22,49,34
"ENSG00000164983",28,30,83,81
"ENSG00000165006",118,85,142,141
"ENSG00000165025",88,89,0,3
"ENSG00000165030",5,14,29,32
"ENSG00000165097",46,53,80,81
"ENSG00000165105",0,0,24,20
"ENSG00000165175",214,183,234,220
"ENSG00000165185",18,24,27,23
"ENSG00000165244",75,74,93,75
"ENSG00000165264",31,24,34,33
"ENSG00000165300",0,0,193,161
"ENSG00000165312",0,1,25,18
"ENSG00000165349",149,186,88,92
"ENSG00000165355",93,78,55,57
"ENSG00000165389",43,29,29,33
"ENSG00000165410",12,11,97,113
"ENSG00000165416",14,8,10,16
"ENSG00000165417",57,29,21,11
"ENSG00000165434",8,1,25,27
"ENSG00000165458",18,17,21,12
"ENSG00000165476",4,7,27,23
"ENSG00000165490",86,81,64,63
"ENSG00000165494",184,162,76,87
"ENSG00000165495",0,0,68,73
"ENSG00000165501",18,28,26,16
"ENSG00000165502",82,78,80,91
"ENSG00000165506",59,52,46,53
"ENSG00000165512",58,60,57,57
"ENSG00000165516",33,41,81,75
"ENSG00000165521",17,26,36,35
"ENSG00000165525",20,26,21,32
"ENSG00000165526",83,51,159,162
"ENSG00000165527",99,83,56,41
"ENSG00000165533",2,2,26,35
"ENSG00000165548",0,2,21,20
"ENSG00000165556",0,0,53,37
"ENSG00000165572",44,23,45,58
"ENSG00000165632",84,55,85,98
"ENSG00000165655",0,0,47,31
"ENSG00000165659",0,0,27,23
"ENSG00000165661",55,33,52,57
"ENSG00000165675",3,5,23,19
"ENSG00000165678",248,265,434,467
"ENSG00000165684",108,146,107,111
"ENSG00000165698",1,1,24,27
"ENSG00000165704",41,32,85,105
"ENSG00000165714",26,13,15,16
"ENSG00000165716",2,1,181,173
"ENSG00000165724",12,11,32,36
"ENSG00000165732",885,837,1229,1184
"ENSG00000165733",60,48,102,111
"ENSG00000165782",44,51,40,40
"ENSG00000165792",58,68,117,105
"ENSG00000165795",0,0,13,14
"ENSG00000165801",1,0,74,56
"ENSG00000165802",27,20,35,40
"ENSG00000165804",7,7,41,42
"ENSG00000165819",47,64,71,71
"ENSG00000165821",1,0,38,36
"ENSG00000165832",10,7,21,26
"ENSG00000165861",13,12,22,17
"ENSG00000165886",8,5,23,17
"ENSG00000165891",23,15,98,94
"ENSG00000165898",13,10,14,7
"ENSG00000165905",11,4,14,19
"ENSG00000165912",0,1,82,89
"ENSG00000165914",0,0,241,241
"ENSG00000165915",24,38,90,70
"ENSG00000165916",107,84,132,122
"ENSG00000165929",1,1,22,24
"ENSG00000165934",183,151,192,198
"ENSG00000165943",19,31,64,68
"ENSG00000165948",24,14,16,26
"ENSG00000165959",3,0,34,35
"ENSG00000165983",10,5,15,19
"ENSG00000165997",75,80,157,189
"ENSG00000166004",74,103,120,154
"ENSG00000166012",51,81,115,181
"ENSG00000166024",18,16,8,14
"ENSG00000166025",0,0,36,33
"ENSG00000166033",0,0,17,10
"ENSG00000166037",54,68,217,212
"ENSG00000166068",0,0,5,17
"ENSG00000166073",0,0,23,16
"ENSG00000166086",3,3,144,149
"ENSG00000166106",0,0,11,15
"ENSG00000166123",330,288,199,198
"ENSG00000166126",14,32,0,0
"ENSG00000166130",6,5,21,15
"ENSG00000166133",42,37,44,29
"ENSG00000166135",21,11,20,24
"ENSG00000166136",16,16,27,28
"ENSG00000166147",2,1,57,48
"ENSG00000166165",1,3,1164,1058
"ENSG00000166166",26,27,27,20
"ENSG00000166170",153,132,73,90
"ENSG00000166173",0,0,15,8
"ENSG00000166181",11,11,19,12
"ENSG00000166188",81,56,61,71
"ENSG00000166189",64,57,64,57
"ENSG00000166192",0,0,15,11
"ENSG00000166199",8,8,31,26
"ENSG00000166200",131,105,189,190
"ENSG00000166206",0,0,36,37
"ENSG00000166225",21,19,50,39
"ENSG00000166226",447,432,498,548
"ENSG00000166228",14,11,32,33
"ENSG00000166233",118,115,201,222
"ENSG00000166260",10,9,38,35
"ENSG00000166261",27,26,60,76
"ENSG00000166266",73,78,122,126
"ENSG00000166272",54,34,50,58
"ENSG00000166289",5,2,14,16
"ENSG00000166295",47,52,47,50
"ENSG00000166311",1,0,33,19
"ENSG00000166313",4,4,90,97
"ENSG00000166326",101,124,240,238
"ENSG00000166333",179,147,189,219
"ENSG00000166337",158,158,236,203
"ENSG00000166340",6,5,20,14
"ENSG00000166341",3,5,15,15
"ENSG00000166347",4,2,11,19
"ENSG00000166352",0,0,13,22
"ENSG00000166377",11,8,23,19
"ENSG00000166387",44,43,3,10
"ENSG00000166398",47,59,147,165
"ENSG00000166402",0,0,236,213
"ENSG00000166411",8,12,14,12
"ENSG00000166435",29,31,21,13
"ENSG00000166436",32,39,15,17
"ENSG00000166439",60,58,79,68
"ENSG00000166441",65,61,99,104
"ENSG00000166444",3,1,42,44
"ENSG00000166450",1,0,27,40
"ENSG00000166451",32,25,30,24
"ENSG00000166454",40,39,57,35
"ENSG00000166471",14,13,27,18
"ENSG00000166477",76,72,77,79
"ENSG00000166479",10,11,16,21
"ENSG00000166483",189,170,66,84
"ENSG00000166503",0,0,95,93
"ENSG00000166532",13,21,12,12
"ENSG00000166548",22,6,19,21
"ENSG00000166557",42,27,72,79
"ENSG00000166562",65,63,93,87
"ENSG00000166579",12,11,51,49
"ENSG00000166582",3,2,35,34
"ENSG00000166595",94,62,75,84
"ENSG00000166598",56,67,959,889
"ENSG00000166619",17,8,10,6
"ENSG00000166681",0,0,212,192
"ENSG00000166685",43,51,171,147
"ENSG00000166689",0,0,17,20
"ENSG00000166710",342,357,101,95
"ENSG00000166716",388,317,215,212
"ENSG00000166734",17,8,11,13
"ENSG00000166747",15,17,19,19
"ENSG00000166783",199,210,155,134
"ENSG00000166788",56,59,107,104
"ENSG00000166794",185,203,516,432
"ENSG00000166797",24,15,18,15
"ENSG00000166801",59,66,0,0
"ENSG00000166803",67,66,71,81
"ENSG00000166813",0,0,72,44
"ENSG00000166816",0,0,16,4
"ENSG00000166821",2,0,34,39
"ENSG00000166822",25,12,34,34
"ENSG00000166831",0,0,16,13
"ENSG00000166845",57,52,20,23
"ENSG00000166847",66,80,87,76
"ENSG00000166848",164,196,145,148
"ENSG00000166851",51,64,37,30
"ENSG00000166855",53,48,65,59
"ENSG00000166860",58,53,77,64
"ENSG00000166881",243,278,331,342
"ENSG00000166886",19,31,16,27
"ENSG00000166887",145,112,196,171
"ENSG00000166888",596,661,85,83
"ENSG00000166889",104,71,94,110
"ENSG00000166896",28,22,13,15
"ENSG00000166900",25,20,125,131
"ENSG00000166902",141,112,138,149
"ENSG00000166908",6,11,18,21
"ENSG00000166912",20,28,9,6
"ENSG00000166938",56,60,74,59
"ENSG00000166946",35,38,38,34
"ENSG00000166949",46,45,63,55
"ENSG00000166963",14,15,50,40
"ENSG00000166965",115,147,115,117
"ENSG00000166974",444,415,207,187
"ENSG00000166986",95,106,88,74
"ENSG00000167005",273,289,234,227
"ENSG00000167074",12,7,5,4
"ENSG00000167083",9,13,0,0
"ENSG00000167088",77,72,74,92
"ENSG00000167112",16,10,33,38
"ENSG00000167114",28,22,59,59
"ENSG00000167118",17,13,15,10
"ENSG00000167136",33,38,34,32
"ENSG00000167173",141,124,130,114
"ENSG00000167182",62,62,51,51
"ENSG00000167186",13,19,48,45
"ENSG00000167191",0,0,30,31
"ENSG00000167193",45,42,151,156
"ENSG00000167196",34,34,89,67
"ENSG00000167220",63,61,60,90
"ENSG00000167257",30,24,97,102
"ENSG00000167258",185,189,200,213
"ENSG00000167264",14,27,19,28
"ENSG00000167272",43,45,25,27
"ENSG00000167280",3,4,38,34
"ENSG00000167283",132,113,91,104
"ENSG00000167291",0,0,60,51
"ENSG00000167302",42,68,87,72
"ENSG00000167306",1,0,36,32
"ENSG00000167315",40,45,37,21
"ENSG00000167323",223,212,163,168
"ENSG00000167325",441,481,645,622
"ENSG00000167333",28,26,25,29
"ENSG00000167384",8,3,13,19
"ENSG00000167397",14,15,24,30
"ENSG00000167447",57,40,111,114
"ENSG00000167460",7,9,10,18
"ENSG00000167461",50,48,17,16
"ENSG00000167468",277,248,653,615
"ENSG00000167470",184,186,55,46
"ENSG00000167483",155,193,1,0
"ENSG00000167508",139,149,54,55
"ENSG00000167513",352,266,989,904
"ENSG00000167515",31,15,30,31
"ENSG00000167528",38,19,38,47
"ENSG00000167535",8,8,23,33
"ENSG00000167536",58,39,67,59
"ENSG00000167543",6,18,42,21
"ENSG00000167548",812,652,547,531
"ENSG00000167552",45,29,9,11
"ENSG00000167553",68,59,24,17
"ENSG00000167565",27,22,20,20
"ENSG00000167578",68,71,18,13
"ENSG00000167604",14,10,7,7
"ENSG00000167619",0,0,37,33
"ENSG00000167625",55,39,34,39
"ENSG00000167634",52,67,0,0
"ENSG00000167635",115,148,182,261
"ENSG00000167642",121,89,55,50
"ENSG00000167645",112,97,135,112
"ENSG00000167646",1,3,21,27
"ENSG00000167657",50,35,71,56
"ENSG00000167658",10379,8063,19707,18605
"ENSG00000167670",270,250,299,271
"ENSG00000167671",90,71,150,148
"ENSG00000167674",93,115,172,178
"ENSG00000167685",48,40,63,62
"ENSG00000167693",0,0,106,87
"ENSG00000167695",4,3,33,34
"ENSG00000167699",45,47,206,211
"ENSG00000167700",63,60,94,82
"ENSG00000167702",50,83,53,40
"ENSG00000167703",45,42,36,15
"ENSG00000167720",3,1,22,23
"ENSG00000167721",55,69,229,218
"ENSG00000167740",20,10,59,34
"ENSG00000167747",380,409,762,791
"ENSG00000167766",10,18,3,2
"ENSG00000167770",223,245,310,291
"ENSG00000167774",149,135,179,171
"ENSG00000167775",22,27,45,44
"ENSG00000167778",63,66,27,21
"ENSG00000167792",199,194,163,155
"ENSG00000167797",175,131,116,116
"ENSG00000167799",23,16,12,6
"ENSG00000167842",24,18,109,127
"ENSG00000167861",9,7,43,40
"ENSG00000167862",58,48,97,91
"ENSG00000167881",160,152,334,341
"ENSG00000167895",52,62,0,0
"ENSG00000167900",128,118,151,108
"ENSG00000167914",17,8,0,0
"ENSG00000167925",49,45,52,46
"ENSG00000167962",125,120,97,115
"ENSG00000167964",17,23,4,5
"ENSG00000167965",70,63,122,123
"ENSG00000167967",19,32,57,50
"ENSG00000167969",93,73,95,94
"ENSG00000167971",0,0,30,27
"ENSG00000167972",5,3,327,281
"ENSG00000167977",64,63,77,66
"ENSG00000167984",103,113,1,0
"ENSG00000167985",55,33,33,44
"ENSG00000167986",355,294,560,493
"ENSG00000167987",58,42,91,79
"ENSG00000167992",12,9,2,0
"ENSG00000167994",0,0,21,30
"ENSG00000167996",11,6,17,19
"ENSG00000168002",111,73,62,92
"ENSG00000168003",400,297,608,554
"ENSG00000168005",199,182,182,199
"ENSG00000168010",20,30,23,16
"ENSG00000168014",99,87,115,107
"ENSG00000168040",88,67,102,56
"ENSG00000168056",15,15,74,58
"ENSG00000168061",57,35,60,42
"ENSG00000168078",22,33,9,17
"ENSG00000168081",35,43,0,0
"ENSG00000168096",13,12,16,20
"ENSG00000168101",34,25,20,18
"ENSG00000168159",41,35,65,61
"ENSG00000168172",87,60,50,42
"ENSG00000168175",122,95,118,86
"ENSG00000168216",28,31,38,63
"ENSG00000168234",24,14,17,23
"ENSG00000168243",0,0,26,25
"ENSG00000168246",59,51,154,128
"ENSG00000168256",19,22,45,29
"ENSG00000168259",78,68,162,165
"ENSG00000168264",34,31,126,130
"ENSG00000168275",16,8,19,19
"ENSG00000168282",201,179,116,120
"ENSG00000168286",135,104,95,93
"ENSG00000168291",7,13,32,35
"ENSG00000168298",60,87,59,40
"ENSG00000168303",37,52,58,49
"ENSG00000168350",37,19,2,2
"ENSG00000168374",26,18,38,34
"ENSG00000168411",149,120,156,143
"ENSG00000168434",6,17,28,22
"ENSG00000168439",236,203,217,208
"ENSG00000168476",18,14,14,8
"ENSG00000168488",121,105,95,93
"ENSG00000168495",10,9,24,21
"ENSG00000168496",118,89,67,61
"ENSG00000168517",10,3,17,9
"ENSG00000168522",13,6,12,9
"ENSG00000168528",26,13,9,17
"ENSG00000168556",19,19,12,13
"ENSG00000168569",38,46,51,50
"ENSG00000168591",39,23,48,45
"ENSG00000168597",20,29,38,34
"ENSG00000168612",29,45,37,41
"ENSG00000168646",3,0,36,34
"ENSG00000168653",53,52,38,41
"ENSG00000168675",61,57,6,7
"ENSG00000168701",21,15,18,18
"ENSG00000168778",4,3,45,46
"ENSG00000168792",48,31,27,31
"ENSG00000168795",107,123,116,123
"ENSG00000168803",12,5,13,9
"ENSG00000168806",33,33,51,62
"ENSG00000168813",76,61,124,122
"ENSG00000168872",42,40,81,75
"ENSG00000168876",17,15,15,26
"ENSG00000168913",0,0,14,14
"ENSG00000168938",0,0,15,19
"ENSG00000168952",57,59,2,0
"ENSG00000169018",170,185,371,354
"ENSG00000169020",35,36,20,35
"ENSG00000169021",11,5,3,8
"ENSG00000169032",28,12,13,16
"ENSG00000169047",7,12,1,1
"ENSG00000169100",296,321,956,861
"ENSG00000169105",37,42,66,66
"ENSG00000169116",0,0,32,37
"ENSG00000169136",41,40,44,24
"ENSG00000169180",391,352,459,421
"ENSG00000169188",59,44,54,66
"ENSG00000169189",45,52,39,31
"ENSG00000169213",1,0,20,11
"ENSG00000169217",171,188,225,242
"ENSG00000169228",7,8,28,17
"ENSG00000169258",13,19,100,70
"ENSG00000169299",11,11,5,11
"ENSG00000169330",4,5,14,25
"ENSG00000169371",42,29,53,43
"ENSG00000169375",374,313,444,395
"ENSG00000169403",43,30,3,2
"ENSG00000169410",179,179,172,148
"ENSG00000169442",92,63,0,0
"ENSG00000169446",43,52,167,156
"ENSG00000169504",46,29,17,16
"ENSG00000169515",1,2,126,112
"ENSG00000169564",832,724,390,354
"ENSG00000169567",11,16,22,17
"ENSG00000169592",53,67,67,52
"ENSG00000169635",40,46,117,92
"ENSG00000169660",63,74,68,81
"ENSG00000169682",17,8,66,52
"ENSG00000169683",67,55,137,122
"ENSG00000169684",8,9,37,74
"ENSG00000169689",112,83,98,96
"ENSG00000169696",48,60,51,52
"ENSG00000169710",1675,1809,2255,1826
"ENSG00000169714",100,121,129,145
"ENSG00000169718",364,343,450,443
"ENSG00000169727",192,172,366,316
"ENSG00000169733",14,16,39,41
"ENSG00000169738",198,188,422,400
"ENSG00000169750",33,17,207,174
"ENSG00000169758",0,0,7,14
"ENSG00000169783",0,0,101,92
"ENSG00000169813",196,241,228,217
"ENSG00000169826",31,34,45,48
"ENSG00000169857",31,17,29,25
"ENSG00000169860",0,0,12,17
"ENSG00000169895",22,22,44,26
"ENSG00000169926",457,324,119,120
"ENSG00000169951",21,13,19,26
"ENSG00000169955",19,12,22,22
"ENSG00000169957",102,100,310,294
"ENSG00000169962",28,28,4,4
"ENSG00000169964",13,7,29,34
"ENSG00000169972",6,6,16,19
"ENSG00000169976",191,130,176,204
"ENSG00000169992",3,4,173,167
"ENSG00000170027",339,304,97,100
"ENSG00000170037",66,51,146,121
"ENSG00000170043",162,131,370,406
"ENSG00000170049",2,11,6,8
"ENSG00000170088",10,16,34,26
"ENSG00000170100",4,3,31,41
"ENSG00000170113",156,183,70,84
"ENSG00000170145",222,180,156,137
"ENSG00000170175",4,9,12,17
"ENSG00000170185",100,82,80,88
"ENSG00000170191",23,22,17,7
"ENSG00000170222",2,5,11,14
"ENSG00000170242",32,27,48,52
"ENSG00000170270",29,43,17,16
"ENSG00000170275",6,8,163,145
"ENSG00000170291",56,54,115,96
"ENSG00000170293",1,3,27,21
"ENSG00000170296",65,42,182,177
"ENSG00000170310",11,11,42,41
"ENSG00000170315",18,24,110,82
"ENSG00000170322",88,86,302,294
"ENSG00000170325",251,244,68,57
"ENSG00000170340",26,30,22,27
"ENSG00000170345",1,1,18,12
"ENSG00000170348",83,49,134,92
"ENSG00000170385",22,37,79,73
"ENSG00000170396",76,73,12,12
"ENSG00000170425",1,0,20,16
"ENSG00000170456",35,37,36,33
"ENSG00000170500",1,0,18,28
"ENSG00000170515",21,28,20,26
"ENSG00000170540",142,147,143,146
"ENSG00000170542",172,120,1,2
"ENSG00000170545",4,3,9,14
"ENSG00000170558",0,0,40,35
"ENSG00000170577",0,0,69,45
"ENSG00000170581",20,16,11,7
"ENSG00000170604",147,202,238,184
"ENSG00000170619",12,11,10,12
"ENSG00000170627",45,30,0,0
"ENSG00000170631",5,6,23,22
"ENSG00000170633",149,128,96,113
"ENSG00000170638",342,327,138,130
"ENSG00000170653",50,52,75,81
"ENSG00000170681",1,0,14,11
"ENSG00000170684",128,119,20,8
"ENSG00000170689",0,0,622,578
"ENSG00000170727",42,43,39,34
"ENSG00000170734",18,16,7,7
"ENSG00000170759",59,56,64,72
"ENSG00000170779",34,38,45,36
"ENSG00000170832",15,14,24,17
"ENSG00000170836",40,34,89,73
"ENSG00000170837",0,0,47,48
"ENSG00000170855",22,16,44,85
"ENSG00000170860",15,9,25,26
"ENSG00000170876",19,30,98,82
"ENSG00000170881",32,44,47,45
"ENSG00000170892",41,35,86,65
"ENSG00000170899",0,0,17,17
"ENSG00000170903",11,13,14,19
"ENSG00000170915",3,0,16,11
"ENSG00000170921",1,1,36,39
"ENSG00000170946",10,5,22,17
"ENSG00000170962",43,46,0,0
"ENSG00000171004",0,0,131,125
"ENSG00000171016",0,0,11,20
"ENSG00000171017",1,4,23,34
"ENSG00000171033",7,5,11,15
"ENSG00000171067",172,170,130,114
"ENSG00000171105",111,60,145,152
"ENSG00000171135",11,12,37,44
"ENSG00000171155",18,21,48,47
"ENSG00000171159",25,7,8,6
"ENSG00000171202",22,29,17,21
"ENSG00000171204",13,15,27,28
"ENSG00000171206",33,42,12,15
"ENSG00000171208",8,14,77,99
"ENSG00000171222",63,47,93,71
"ENSG00000171223",94,114,19,20
"ENSG00000171241",74,85,51,57
"ENSG00000171246",1,2,124,135
"ENSG00000171262",17,14,26,35
"ENSG00000171282",0,0,134,109
"ENSG00000171298",9,5,451,423
"ENSG00000171302",113,83,184,146
"ENSG00000171310",16,6,27,16
"ENSG00000171316",69,81,90,107
"ENSG00000171368",1,1,20,19
"ENSG00000171425",106,64,89,94
"ENSG00000171443",11,9,19,17
"ENSG00000171448",15,20,22,42
"ENSG00000171456",17,8,17,14
"ENSG00000171467",96,87,134,132
"ENSG00000171475",20,17,26,22
"ENSG00000171490",385,339,570,611
"ENSG00000171492",31,21,25,30
"ENSG00000171517",0,0,26,31
"ENSG00000171552",14,21,8,5
"ENSG00000171570",72,57,38,31
"ENSG00000171606",22,11,45,50
"ENSG00000171680",4,1,19,10
"ENSG00000171681",23,26,18,21
"ENSG00000171714",1,0,38,42
"ENSG00000171723",0,0,70,63
"ENSG00000171724",20,12,0,0
"ENSG00000171729",0,0,9,18
"ENSG00000171763",25,33,30,20
"ENSG00000171806",2,2,11,16
"ENSG00000171813",14,8,9,6
"ENSG00000171823",157,148,70,84
"ENSG00000171858",16,10,7,8
"ENSG00000171861",16,17,60,61
"ENSG00000171956",0,0,48,38
"ENSG00000172009",354,269,393,357
"ENSG00000172057",44,36,27,28
"ENSG00000172070",18,15,23,19
"ENSG00000172081",51,29,7,3
"ENSG00000172086",35,35,15,14
"ENSG00000172115",29,20,13,4
"ENSG00000172171",10,15,8,18
"ENSG00000172175",40,24,32,32
"ENSG00000172183",102,102,0,0
"ENSG00000172201",8,14,205,172
"ENSG00000172216",94,108,88,74
"ENSG00000172270",257,182,714,738
"ENSG00000172273",32,25,76,74
"ENSG00000172292",0,0,94,86
"ENSG00000172301",21,16,33,37
"ENSG00000172315",47,37,55,58
"ENSG00000172331",14,13,14,12
"ENSG00000172336",88,79,86,57
"ENSG00000172366",15,13,10,10
"ENSG00000172375",61,51,54,63
"ENSG00000172379",0,0,44,30
"ENSG00000172409",40,24,21,20
"ENSG00000172428",1,3,15,10
"ENSG00000172465",0,0,50,44
"ENSG00000172466",71,67,166,141
"ENSG00000172500",42,43,62,54
"ENSG00000172531",537,446,273,253
"ENSG00000172575",23,12,1,3
"ENSG00000172578",31,19,0,0
"ENSG00000172586",38,45,19,24
"ENSG00000172590",24,19,7,10
"ENSG00000172602",27,20,6,3
"ENSG00000172613",65,75,92,88
"ENSG00000172660",396,354,416,456
"ENSG00000172663",27,18,17,12
"ENSG00000172725",66,64,104,89
"ENSG00000172732",129,164,105,111
"ENSG00000172757",599,438,322,273
"ENSG00000172775",15,15,5,14
"ENSG00000172809",132,120,279,280
"ENSG00000172819",1,5,16,14
"ENSG00000172828",1,1,14,8
"ENSG00000172830",2,8,20,22
"ENSG00000172831",56,65,174,177
"ENSG00000172840",32,28,46,45
"ENSG00000172890",106,105,105,88
"ENSG00000172893",323,296,367,363
"ENSG00000172922",80,118,159,165
"ENSG00000172977",79,63,126,108
"ENSG00000172992",46,29,35,32
"ENSG00000173011",11,11,22,30
"ENSG00000173020",1153,1034,196,189
"ENSG00000173039",211,210,142,155
"ENSG00000173065",59,59,49,54
"ENSG00000173083",18,5,2,1
"ENSG00000173113",67,46,58,58
"ENSG00000173120",64,63,50,54
"ENSG00000173137",35,44,10,14
"ENSG00000173141",91,86,75,71
"ENSG00000173145",1,1,10,16
"ENSG00000173214",6,10,24,15
"ENSG00000173264",49,39,50,47
"ENSG00000173327",189,186,157,118
"ENSG00000173404",0,0,24,30
"ENSG00000173409",7,11,31,31
"ENSG00000173442",91,84,9,6
"ENSG00000173451",12,14,4,3
"ENSG00000173456",222,151,364,300
"ENSG00000173457",13,18,9,3
"ENSG00000173465",60,59,62,75
"ENSG00000173482",0,0,36,30
"ENSG00000173486",115,99,155,164
"ENSG00000173511",95,73,150,134
"ENSG00000173517",56,60,95,106
"ENSG00000173530",14,5,41,22
"ENSG00000173540",22,28,49,42
"ENSG00000173545",41,38,65,51
"ENSG00000173548",1,0,12,17
"ENSG00000173575",76,70,59,60
"ENSG00000173581",87,91,65,66
"ENSG00000173588",17,19,26,43
"ENSG00000173599",1,0,60,62
"ENSG00000173621",78,83,34,20
"ENSG00000173653",50,35,88,87
"ENSG00000173715",55,55,16,21
"ENSG00000173727",13,18,1,3
"ENSG00000173812",6,3,16,19
"ENSG00000173867",34,30,59,41
"ENSG00000173894",10,11,12,13
"ENSG00000173898",70,42,87,66
"ENSG00000173905",20,11,13,17
"ENSG00000173914",11,11,18,22
"ENSG00000173928",6,9,14,12
"ENSG00000173992",15,11,14,22
"ENSG00000174007",7,14,6,3
"ENSG00000174010",40,40,53,65
"ENSG00000174013",117,74,34,31
"ENSG00000174080",0,0,33,38
"ENSG00000174099",0,0,22,28
"ENSG00000174100",38,32,125,163
"ENSG00000174106",101,107,142,159
"ENSG00000174109",6,12,25,22
"ENSG00000174111",39,31,44,34
"ENSG00000174165",18,17,41,27
"ENSG00000174166",2,2,16,14
"ENSG00000174173",23,21,63,57
"ENSG00000174177",49,36,65,58
"ENSG00000174197",149,172,266,271
"ENSG00000174206",27,19,18,15
"ENSG00000174231",1029,881,4069,3541
"ENSG00000174233",0,0,65,69
"ENSG00000174238",126,122,383,342
"ENSG00000174243",120,160,201,155
"ENSG00000174276",28,37,30,26
"ENSG00000174327",9,7,14,28
"ENSG00000174405",22,23,19,21
"ENSG00000174437",808,785,1250,1114
"ENSG00000174442",141,168,154,173
"ENSG00000174444",17,15,43,47
"ENSG00000174446",8,13,17,20
"ENSG00000174456",9,14,13,17
"ENSG00000174460",0,0,51,56
"ENSG00000174485",187,179,139,123
"ENSG00000174498",0,0,66,47
"ENSG00000174500",43,36,1,0
"ENSG00000174516",8,8,45,44
"ENSG00000174547",59,55,38,46
